Na/Fe,F275W,F275W_abs,F336W,F336W_abs,F435W,F435W_abs,F606W,F606W_abs,F814W,F814W_abs
0.396637354,17.8349,2.686155407,15.8367,0.687955407,15.2713,0.122555407,13.9841,-1.164644593,13.0772,-2.071544593
0.475630962,18.2652,3.116455407,17.0323,1.883555407,16.9113,1.762555407,15.8521,0.703355407,15.06,-0.088744593
0.463338006,17.7903,2.641555407,15.871,0.722255407,15.1218,-0.026944593,13.7391,-1.409644593,12.8274,-2.321344593
0.380127433,18.1705,3.021755407,15.5944,0.445655407,14.4617,-0.687044593,12.8518,-2.296944593,11.8413,-3.307444593
0.649999976,17.7361,2.587355407,15.8142,0.665455407,15.119,-0.029744593,13.7614,-1.387344593,12.8459,-2.302844593
0.643000007,18.0963,2.947555407,15.6636,0.514855407,14.6504,-0.498344593,13.0955,-2.053244593,12.093,-3.055744593
0.475307467,18.2126,3.063855407,16.9347,1.785955407,16.9166,1.767855407,15.8631,0.714355407,15.0951,-0.053644593
0.438287382,18.0199,2.871155407,16.479,1.330255407,16.2956,1.146855407,15.1574,0.008655407,14.3327,-0.816044593
0.556999981,17.9056,2.756855407,15.7146,0.565855407,14.9147,-0.234044593,13.4906,-1.658144593,12.5407,-2.608044593
0.476277961,18.1008,2.952055407,16.7864,1.637655407,16.6362,1.487455407,15.5487,0.399955407,14.7553,-0.393444593
0.448418473,17.9274,2.778655407,15.7292,0.580455407,15.0017,-0.147044593,13.612,-1.536744593,12.6722,-2.476544593
0.472395976,18.0685,2.919755407,16.7609,1.612155407,16.6649,1.516155407,15.5815,0.432755407,14.7918,-0.356944593
0.496334898,18.3045,3.155755407,15.6401,0.491355407,14.2351,-0.913644593,12.4222,-2.726544593,11.3209,-3.827844593
0.479836452,18.1581,3.009355407,15.6778,0.529055407,14.4077,-0.741044593,12.676,-2.472744593,11.6166,-3.532144593
0.894999981,17.9572,2.808455407,15.9003,0.751555407,14.8768,-0.271944593,13.3357,-1.813044593,12.3972,-2.751544593
0.475307467,17.936,2.787255407,16.4511,1.302355407,16.2392,1.090455407,15.0888,-0.059944593,14.2639,-0.884844593
0.625999987,17.7739,2.625155407,15.9698,0.821055407,15.3644,0.215655407,14.0345,-1.114244593,13.1344,-2.014344593
0.662,17.3266,2.690261596,16.1183,1.481961596,16.0335,1.397161596,15.0277,0.391361596,14.304,-0.332338404
0.107,17.1568,2.520461596,15.045,0.408661596,14.4214,-0.214938404,13.1367,-1.499638404,12.2632,-2.373138404
0.461,17.2283,2.591961596,15.0297,0.393361596,14.3514,-0.284938404,13.0446,-1.591738404,12.152,-2.484338404
0.384,18.5873,3.950961596,17.673,3.036661596,17.9063,3.269961596,17.0129,2.376561596,16.3584,1.722061596
-0.105,17.1952,2.558861596,15.7102,1.073861596,15.6049,0.968561596,14.5218,-0.114538404,13.7489,-0.887438404
0.36,17.9331,3.296761596,16.9289,2.292561596,17.0195,2.383161596,16.0783,1.441961596,15.4062,0.769861596
0.1,17.2411,2.604761596,16.0253,1.388961596,16.0327,1.396361596,15.032,0.395661596,14.3096,-0.326738404
0.618,17.0818,2.445461596,15.1691,0.532761596,14.6074,-0.028938404,13.3218,-1.314538404,12.4677,-2.168638404
0.665,17.2191,2.582761596,15.7939,1.157561596,15.6192,0.982861596,14.5634,-0.072938404,13.7918,-0.844538404
0.718,16.9,2.263661596,14.946,0.309661596,14.2732,-0.363138404,12.9698,-1.666538404,12.0993,-2.537038404
0.811,16.9345,2.298161596,14.9144,0.278061596,14.1909,-0.445438404,12.8505,-1.785838404,11.9632,-2.673138404
0.544,17.3028,2.666461596,16.149,1.512661596,16.0905,1.454161596,15.0886,0.452261596,14.3552,-0.281138404
0.099,17.0485,2.412161596,15.1274,0.491061596,14.4706,-0.165738404,13.1491,-1.487238404,12.2758,-2.360538404
0.651,17.1079,2.471561596,14.8737,0.237361596,13.8,-0.836338404,12.2793,-2.357038404,11.3267,-3.309638404
0.168,17.8371,3.200761596,15.0824,0.446061596,13.5419,-1.094438404,11.7503,-2.886038404,10.678,-3.958338404
0.332,17.2385,2.602161596,15.0243,0.387961596,14.2793,-0.357038404,12.9244,-1.711938404,12.0206,-2.615738404
0.662,17.3266,2.690261596,16.1183,1.481961596,16.0335,1.397161596,15.0277,0.391361596,14.304,-0.332338404
0.478218959,18.5873,3.950961596,17.673,3.036661596,17.9063,3.269961596,17.0129,2.376561596,16.3584,1.722061596
-0.104999997,17.1952,2.558861596,15.7102,1.073861596,15.6049,0.968561596,14.5218,-0.114538404,13.7489,-0.887438404
0.470454988,17.9331,3.296761596,16.9289,2.292561596,17.0195,2.383161596,16.0783,1.441961596,15.4062,0.769861596
0.375999953,17.2411,2.604761596,16.0253,1.388961596,16.0327,1.396361596,15.032,0.395661596,14.3096,-0.326738404
0.617999971,17.0818,2.445461596,15.1691,0.532761596,14.6074,-0.028938404,13.3218,-1.314538404,12.4677,-2.168638404
0.717999995,16.9,2.263661596,14.946,0.309661596,14.2732,-0.363138404,12.9698,-1.666538404,12.0993,-2.537038404
0.54400003,17.3028,2.666461596,16.149,1.512661596,16.0905,1.454161596,15.0886,0.452261596,14.3552,-0.281138404
0.651000023,17.1079,2.471561596,14.8737,0.237361596,13.8,-0.836338404,12.2793,-2.357038404,11.3267,-3.309638404
0.168,17.8371,3.200761596,15.0824,0.446061596,13.5419,-1.094438404,11.7503,-2.886038404,10.678,-3.958338404
0.332,17.2385,2.602161596,15.0243,0.387961596,14.2793,-0.357038404,12.9244,-1.711938404,12.0206,-2.615738404
0.24,17.5463,2.909961596,15.0135,0.377161596,13.7815,-0.854838404,12.1057,-2.530638404,11.0919,-3.544438404
0.68,17.1079,2.471561596,14.8737,0.237361596,13.8,-0.836338404,12.2793,-2.357038404,11.3267,-3.309638404
0.54,17.749,3.112661596,15.1257,0.489361596,13.4749,-1.161438404,11.7532,-2.883138404,10.626,-4.010338404
